"Load Date","Service Order ID","Customer ID","Customer Name","Description","Status","Service Product ID","Service Product Description","Req. Delivery Date","Go-Live Date","Service Order Group","Qty","UoM"
26/01/2017 00:00:00,73346782.00,1211788.00,"Nationwide Building Society","On call duty NBS EA and TQM  2016","Delivered",9500310.00,"SAP On Call Duty",05/02/2016 00:00:00,05/02/2016 00:00:00,"Processed",,
26/01/2017 00:00:00,73355584.00,1211788.00,"Nationwide Building Society","CW23, Custom Code Impact Analysis","Delivery confirmed",9502417.00,"SAP Custom Code Management",06/06/2016 00:00:00,12/12/2016 00:00:00,"Processed",,
26/01/2017 00:00:00,73356564.00,1211788.00,"Nationwide Building Society","CW15-52: ChaRM Project Implementation","Delivery confirmed",9502348.00,"SAP ESRV ALM Roadmap",19/04/2016 00:00:00,25/11/2016 00:00:00,"Processed",,
26/01/2017 00:00:00,73356566.00,1211788.00,"Nationwide Building Society","CW23-27: ChaRM MANGO implementation","Delivered",9502345.00,"SAP ESRV Change Control Management",09/05/2016 00:00:00,17/06/2016 00:00:00,"Processed",,
26/01/2017 00:00:00,73356567.00,1211788.00,"Nationwide Building Society","CW26-CW40: ChaRM Add-On Implementation","Delivery confirmed",9502345.00,"SAP ESRV Change Control Management",04/07/2016 00:00:00,06/10/2016 00:00:00,"Processed",,
26/01/2017 00:00:00,73359087.00,1211788.00,"Nationwide Building Society","CW2/, GLS Banking, Tech, DB2, BW","Delivery confirmed",9500246.00,"SAP Going Live Support",08/07/2016 00:00:00,25/06/2016 00:00:00,"Processed",,
26/01/2017 00:00:00,73360261.00,1211788.00,"Nationwide Building Society","CW 22 BS 9 Chequebook Upgrade Analysis","Delivery confirmed",9500540.00,"SAP Empowering Service",06/06/2016 00:00:00,22/02/2017 00:00:00,"Processed",,
26/01/2017 00:00:00,73361439.00,1211788.00,"Nationwide Building Society","CW26-39, Banking Services Upgrade Empowe","Delivery confirmed",9500540.00,"SAP Empowering Service",27/06/2016 00:00:00,30/06/2017 00:00:00,"Processed",,
26/01/2017 00:00:00,73368737.00,1211788.00,"Nationwide Building Society","CW38, TFC Upgrade, Banking, BW Services9","Delivered",9500072.00,"SAP Technical Feasibility Check",19/09/2016 00:00:00,31/03/2017 00:00:00,"Processed",,
26/01/2017 00:00:00,73368739.00,1211788.00,"Nationwide Building Society","CW36, TIC Banking, BW, DB2 (BDC R9)","Delivered",9500100.00,"SAP Technical Integration Check",05/09/2016 00:00:00,22/10/2016 00:00:00,"Processed",,
26/01/2017 00:00:00,73373627.00,1211788.00,"Nationwide Building Society","CW41: GLOS Banking BW Kernel","Delivered",9500246.00,"SAP Going Live Support",16/10/2016 00:00:00,16/10/2016 00:00:00,"Processed",,
26/01/2017 00:00:00,73376971.00,1211788.00,"Nationwide Building Society","CW38-52: ChaRM Phase 2 project managemen","Delivery confirmed",9502348.00,"SAP ESRV ALM Roadmap",19/09/2016 00:00:00,05/12/2016 00:00:00,"Processed",,
26/01/2017 00:00:00,73377396.00,1211788.00,"Nationwide Building Society","CW39: Banking Upgrade support","Delivery confirmed",9500540.00,"SAP Empowering Service",26/09/2016 00:00:00,20/05/2017 00:00:00,"Processed",,
26/01/2017 00:00:00,73380561.00,1211788.00,"Nationwide Building Society","CW45: TFC release 10 (statements)","Delivered",9500072.00,"SAP Technical Feasibility Check",07/11/2016 00:00:00,18/03/2017 00:00:00,"Processed",,
26/01/2017 00:00:00,73381131.00,1211788.00,"Nationwide Building Society","CANCEL-CW41-53: FTQMSupportforBS9Upgrade","Cancelled",9500540.00,"SAP Empowering Service",11/10/2016 00:00:00,16/09/2017 00:00:00,"Processed",,
26/01/2017 00:00:00,73381378.00,1211788.00,"Nationwide Building Society","CW41-53: FTQM Support BS9 Upgrade","New",9500540.00,"SAP Empowering Service",13/10/2016 00:00:00,17/09/2017 00:00:00,"Processed",,
26/01/2017 00:00:00,73381379.00,1211788.00,"Nationwide Building Society","CW41-53: FTQM BS9 Support","Delivery confirmed",9500540.00,"SAP Empowering Service",11/10/2016 00:00:00,17/09/2017 00:00:00,"Processed",,
26/01/2017 00:00:00,73382649.00,1211788.00,"Nationwide Building Society","CW42: Ross Treawell On Call Duty","Delivered",9500310.00,"SAP On Call Duty",31/10/2016 00:00:00,31/10/2016 00:00:00,"Processed",,
26/01/2017 00:00:00,73391658.00,1211788.00,"Nationwide Building Society","CW4, TIC Banking, SDS, DB2 (BDC R10)","Delivery confirmed",9500100.00,"SAP Technical Integration Check",23/01/2017 00:00:00,12/03/2017 00:00:00,"Processed",,
26/01/2017 00:00:00,73391694.00,1211788.00,"Nationwide Building Society","CW1-4: On call duty Front Office Team","New",9500310.00,"SAP On Call Duty",01/01/2017 00:00:00,31/01/2017 00:00:00,"Processed",,
26/01/2017 00:00:00,73391717.00,1211788.00,"Nationwide Building Society","CW1-4: On call duty FO Team","Delivery confirmed",9500310.00,"SAP On Call Duty",01/01/2017 00:00:00,01/01/2017 00:00:00,"Processed",,
26/01/2017 00:00:00,73391718.00,1211788.00,"Nationwide Building Society","CW5-8: On call duty FO Team","Delivery confirmed",9500310.00,"SAP On Call Duty",01/02/2017 00:00:00,01/03/2017 00:00:00,"Processed",,
26/01/2017 00:00:00,73391719.00,1211788.00,"Nationwide Building Society","CW9-13: On call duty FO Team","Delivery confirmed",9500310.00,"SAP On Call Duty",01/03/2017 00:00:00,01/04/2017 00:00:00,"Processed",,
26/01/2017 00:00:00,73391740.00,1211788.00,"Nationwide Building Society","CW13-17: On call duty FO Team","Delivery confirmed",9500310.00,"SAP On Call Duty",01/04/2017 00:00:00,01/04/2017 00:00:00,"Processed",,
26/01/2017 00:00:00,73391797.00,1211788.00,"Nationwide Building Society","CW1-4: ChaRM Implementation","Delivery confirmed",9502348.00,"SAP ESRV ALM Roadmap",02/01/2017 00:00:00,02/01/2017 00:00:00,"Processed",,
26/01/2017 00:00:00,73391799.00,1211788.00,"Nationwide Building Society","CW5-8: ChaRM Implementation","Delivery confirmed",9502348.00,"SAP ESRV ALM Roadmap",01/02/2017 00:00:00,01/02/2017 00:00:00,"Processed",,
26/01/2017 00:00:00,73394816.00,1211788.00,"Nationwide Building Society","CW5: Solution Manager upgrade sizing","Delivery confirmed",9503135.00,"SAP ESRV Performance Optimization",30/01/2017 00:00:00,24/09/2017 00:00:00,"Processed",,
30/01/2017 00:00:00,73310687.00,1211788.00,"Nationwide Building Society","CW38&39, GLS Banking, DB2, BW (ons/rem)","Delivery confirmed",9500246.00,"SAP Going Live Support",19/09/2015 00:00:00,05/09/2015 00:00:00,"Processed",,
30/01/2017 00:00:00,73315766.00,1211788.00,"Nationwide Building Society",,"Delivery confirmed",9500246.00,"SAP Going Live Support",20/06/2015 00:00:00,20/06/2015 00:00:00,"Processed",,
30/01/2017 00:00:00,73322922.00,1211788.00,"Nationwide Building Society","CW33 -53, Empowering Service","Delivery confirmed",9500540.00,"SAP Empowering Service",10/08/2015 00:00:00,07/09/2015 00:00:00,"Processed",,
30/01/2017 00:00:00,73322925.00,1211788.00,"Nationwide Building Society","CW34+35, Emp. Service","Delivery confirmed",9500540.00,"SAP Empowering Service",18/08/2015 00:00:00,27/08/2015 00:00:00,"Processed",,
30/01/2017 00:00:00,73325891.00,1211788.00,"Nationwide Building Society","CW29: Zero Downtime initial analysis","New",9500540.00,"SAP Empowering Service",27/08/2015 00:00:00,31/08/2015 00:00:00,"Processed",,
30/01/2017 00:00:00,73330338.00,1211788.00,"Nationwide Building Society","On Call Duty R. Lovegrove","Delivered",9500310.00,"SAP On Call Duty",26/09/2015 00:00:00,26/09/2015 00:00:00,"Processed",,
30/01/2017 00:00:00,73337195.00,1211788.00,"Nationwide Building Society","CW03, TIC Banking, IS-B, DB2, Data Servi","Delivery confirmed",9500100.00,"SAP Technical Integration Check",18/01/2016 00:00:00,13/03/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73337196.00,1211788.00,"Nationwide Building Society","CW09, TFC Banking, BW","Delivery confirmed",9500072.00,"SAP Technical Feasibility Check",29/02/2016 00:00:00,13/08/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73337258.00,1211788.00,"Nationwide Building Society","CW19, TIC Banking, DB2 zOS; BW (Onsite)","Delivered",9500100.00,"SAP Technical Integration Check",09/05/2016 00:00:00,09/07/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73337725.00,1211788.00,"Nationwide Building Society","CW10, GLS Banking, DB2, Tech, DS, BW","Delivery confirmed",9500246.00,"SAP Going Live Support",12/03/2016 00:00:00,08/03/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73339214.00,1211788.00,"Nationwide Building Society","Data Services Upgrade Empowering","Delivery confirmed",9500540.00,"SAP Empowering Service",04/01/2016 00:00:00,13/03/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73339216.00,1211788.00,"Nationwide Building Society",,"Cancelled",9500540.00,"SAP Empowering Service",04/01/2016 00:00:00,13/03/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73340887.00,1211788.00,"Nationwide Building Society","GoingLive DB2 v11","Delivery confirmed",9500246.00,"SAP Going Live Support",12/02/2016 00:00:00,16/02/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73343126.00,1211788.00,"Nationwide Building Society","CW06, Custom Code Mgmt. Cockpit setup","Delivery confirmed",9502417.00,"SAP ESRV Custom Code Management",08/02/2016 00:00:00,15/02/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73343696.00,1211788.00,"Nationwide Building Society","On call duty NBS Front Office Team 2016","Delivered",9500310.00,"SAP On Call Duty",04/01/2016 00:00:00,04/01/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73343935.00,1211788.00,"Nationwide Building Society","CW09-24, ChaRM Add-On Implementation","Cancelled",9502345.00,"SAP ESRV Change Control Management",15/02/2016 00:00:00,16/05/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73343936.00,1211788.00,"Nationwide Building Society","CW09-45, ChaRM Project Implementation","Cancelled",9502348.00,"SAP ESRV ALM Roadmap",15/02/2016 00:00:00,17/10/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73343937.00,1211788.00,"Nationwide Building Society","CW21-26, ChaRM MANGO Implementation","Cancelled",9502345.00,"SAP ESRV Change Control Management",11/04/2016 00:00:00,16/05/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73346782.00,1211788.00,"Nationwide Building Society","On call duty NBS EA and TQM  2016","Delivered",9500310.00,"SAP On Call Duty",05/02/2016 00:00:00,05/02/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73355584.00,1211788.00,"Nationwide Building Society","CW23, Custom Code Impact Analysis","Delivery confirmed",9502417.00,"SAP Custom Code Management",06/06/2016 00:00:00,12/12/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73356564.00,1211788.00,"Nationwide Building Society","CW15-52: ChaRM Project Implementation","Delivery confirmed",9502348.00,"SAP ESRV ALM Roadmap",19/04/2016 00:00:00,25/11/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73356566.00,1211788.00,"Nationwide Building Society","CW23-27: ChaRM MANGO implementation","Delivered",9502345.00,"SAP ESRV Change Control Management",09/05/2016 00:00:00,17/06/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73356567.00,1211788.00,"Nationwide Building Society","CW26-CW40: ChaRM Add-On Implementation","Delivery confirmed",9502345.00,"SAP ESRV Change Control Management",04/07/2016 00:00:00,06/10/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73359087.00,1211788.00,"Nationwide Building Society","CW2/, GLS Banking, Tech, DB2, BW","Delivery confirmed",9500246.00,"SAP Going Live Support",08/07/2016 00:00:00,25/06/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73360261.00,1211788.00,"Nationwide Building Society","CW 22 BS 9 Chequebook Upgrade Analysis","Delivery confirmed",9500540.00,"SAP Empowering Service",06/06/2016 00:00:00,22/02/2017 00:00:00,"Processed",,
30/01/2017 00:00:00,73361439.00,1211788.00,"Nationwide Building Society","CW26-39, Banking Services Upgrade Empowe","Delivery confirmed",9500540.00,"SAP Empowering Service",27/06/2016 00:00:00,30/06/2017 00:00:00,"Processed",,
30/01/2017 00:00:00,73368737.00,1211788.00,"Nationwide Building Society","CW38, TFC Upgrade, Banking, BW Services9","Delivered",9500072.00,"SAP Technical Feasibility Check",19/09/2016 00:00:00,31/03/2017 00:00:00,"Processed",,
30/01/2017 00:00:00,73368739.00,1211788.00,"Nationwide Building Society","CW36, TIC Banking, BW, DB2 (BDC R9)","Delivered",9500100.00,"SAP Technical Integration Check",05/09/2016 00:00:00,22/10/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73373627.00,1211788.00,"Nationwide Building Society","CW41: GLOS Banking BW Kernel","Delivered",9500246.00,"SAP Going Live Support",16/10/2016 00:00:00,16/10/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73376971.00,1211788.00,"Nationwide Building Society","CW38-52: ChaRM Phase 2 project managemen","Delivery confirmed",9502348.00,"SAP ESRV ALM Roadmap",19/09/2016 00:00:00,05/12/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73377396.00,1211788.00,"Nationwide Building Society","CW39: Banking Upgrade support","Delivery confirmed",9500540.00,"SAP Empowering Service",26/09/2016 00:00:00,20/05/2017 00:00:00,"Processed",,
30/01/2017 00:00:00,73380561.00,1211788.00,"Nationwide Building Society","CW45: TFC release 10 (statements)","Delivered",9500072.00,"SAP Technical Feasibility Check",07/11/2016 00:00:00,18/03/2017 00:00:00,"Processed",,
30/01/2017 00:00:00,73381131.00,1211788.00,"Nationwide Building Society","CANCEL-CW41-53: FTQMSupportforBS9Upgrade","Cancelled",9500540.00,"SAP Empowering Service",11/10/2016 00:00:00,16/09/2017 00:00:00,"Processed",,
30/01/2017 00:00:00,73381378.00,1211788.00,"Nationwide Building Society","CW41-53: FTQM Support BS9 Upgrade","New",9500540.00,"SAP Empowering Service",13/10/2016 00:00:00,17/09/2017 00:00:00,"Processed",,
30/01/2017 00:00:00,73381379.00,1211788.00,"Nationwide Building Society","CW41-53: FTQM BS9 Support","Delivery confirmed",9500540.00,"SAP Empowering Service",11/10/2016 00:00:00,17/09/2017 00:00:00,"Processed",,
30/01/2017 00:00:00,73382649.00,1211788.00,"Nationwide Building Society","CW42: Ross Treawell On Call Duty","Delivered",9500310.00,"SAP On Call Duty",31/10/2016 00:00:00,31/10/2016 00:00:00,"Processed",,
30/01/2017 00:00:00,73391658.00,1211788.00,"Nationwide Building Society","CW4, TIC Banking, SDS, DB2 (BDC R10)","Delivery confirmed",9500100.00,"SAP Technical Integration Check",23/01/2017 00:00:00,12/03/2017 00:00:00,"Processed",,
30/01/2017 00:00:00,73391694.00,1211788.00,"Nationwide Building Society","CW1-4: On call duty Front Office Team","New",9500310.00,"SAP On Call Duty",01/01/2017 00:00:00,31/01/2017 00:00:00,"Processed",,
30/01/2017 00:00:00,73391717.00,1211788.00,"Nationwide Building Society","CW1-4: On call duty FO Team","Delivery confirmed",9500310.00,"SAP On Call Duty",01/01/2017 00:00:00,01/01/2017 00:00:00,"Processed",,
30/01/2017 00:00:00,73391718.00,1211788.00,"Nationwide Building Society","CW5-8: On call duty FO Team","Delivery confirmed",9500310.00,"SAP On Call Duty",01/02/2017 00:00:00,01/03/2017 00:00:00,"Processed",,
30/01/2017 00:00:00,73391719.00,1211788.00,"Nationwide Building Society","CW9-13: On call duty FO Team","Delivery confirmed",9500310.00,"SAP On Call Duty",01/03/2017 00:00:00,01/04/2017 00:00:00,"Processed",,
30/01/2017 00:00:00,73391740.00,1211788.00,"Nationwide Building Society","CW13-17: On call duty FO Team","Delivery confirmed",9500310.00,"SAP On Call Duty",01/04/2017 00:00:00,01/04/2017 00:00:00,"Processed",,
30/01/2017 00:00:00,73391797.00,1211788.00,"Nationwide Building Society","CW1-4: ChaRM Implementation","Delivery confirmed",9502348.00,"SAP ESRV ALM Roadmap",02/01/2017 00:00:00,02/01/2017 00:00:00,"Processed",,
30/01/2017 00:00:00,73391799.00,1211788.00,"Nationwide Building Society","CW5-8: ChaRM Implementation","Delivery confirmed",9502348.00,"SAP ESRV ALM Roadmap",01/02/2017 00:00:00,01/02/2017 00:00:00,"Processed",,
30/01/2017 00:00:00,73394816.00,1211788.00,"Nationwide Building Society","CW5: Solution Manager upgrade sizing","Delivery confirmed",9503135.00,"SAP ESRV Performance Optimization",30/01/2017 00:00:00,24/09/2017 00:00:00,"Processed",,
01/02/2017 00:00:00,73310687.00,1211788.00,"Nationwide Building Society","CW38&39, GLS Banking, DB2, BW (ons/rem)","Delivery confirmed",9500246.00,"SAP Going Live Support",19/09/2015 00:00:00,05/09/2015 00:00:00,"Processed",18,"TA"
01/02/2017 00:00:00,73315766.00,1211788.00,"Nationwide Building Society",,"Delivery confirmed",9500246.00,"SAP Going Live Support",20/06/2015 00:00:00,20/06/2015 00:00:00,"Processed",4,"TA"
01/02/2017 00:00:00,73322922.00,1211788.00,"Nationwide Building Society","CW33 -53, Empowering Service","Delivery confirmed",9500540.00,"SAP Empowering Service",10/08/2015 00:00:00,07/09/2015 00:00:00,"Processed",58,"TA"
01/02/2017 00:00:00,73322925.00,1211788.00,"Nationwide Building Society","CW34+35, Emp. Service","Delivery confirmed",9500540.00,"SAP Empowering Service",18/08/2015 00:00:00,27/08/2015 00:00:00,"Processed",14,"TA"
01/02/2017 00:00:00,73325891.00,1211788.00,"Nationwide Building Society","CW29: Zero Downtime initial analysis","New",9500540.00,"SAP Empowering Service",27/08/2015 00:00:00,31/08/2015 00:00:00,"Processed",,"TA"
01/02/2017 00:00:00,73330338.00,1211788.00,"Nationwide Building Society","On Call Duty R. Lovegrove","Delivered",9500310.00,"SAP On Call Duty",26/09/2015 00:00:00,26/09/2015 00:00:00,"Processed",20,"PC"
01/02/2017 00:00:00,73337195.00,1211788.00,"Nationwide Building Society","CW03, TIC Banking, IS-B, DB2, Data Servi","Delivery confirmed",9500100.00,"SAP Technical Integration Check",18/01/2016 00:00:00,13/03/2016 00:00:00,"Processed",28,"TA"
01/02/2017 00:00:00,73337196.00,1211788.00,"Nationwide Building Society","CW09, TFC Banking, BW","Delivery confirmed",9500072.00,"SAP Technical Feasibility Check",29/02/2016 00:00:00,13/08/2016 00:00:00,"Processed",25,"TA"
01/02/2017 00:00:00,73337258.00,1211788.00,"Nationwide Building Society","CW19, TIC Banking, DB2 zOS; BW (Onsite)","Delivered",9500100.00,"SAP Technical Integration Check",09/05/2016 00:00:00,09/07/2016 00:00:00,"Processed",26,"TA"
01/02/2017 00:00:00,73337725.00,1211788.00,"Nationwide Building Society","CW10, GLS Banking, DB2, Tech, DS, BW","Delivery confirmed",9500246.00,"SAP Going Live Support",12/03/2016 00:00:00,08/03/2016 00:00:00,"Processed",30,"TA"
01/02/2017 00:00:00,73339214.00,1211788.00,"Nationwide Building Society","Data Services Upgrade Empowering","Delivery confirmed",9500540.00,"SAP Empowering Service",04/01/2016 00:00:00,13/03/2016 00:00:00,"Processed",40,"TA"
01/02/2017 00:00:00,73339216.00,1211788.00,"Nationwide Building Society",,"Cancelled",9500540.00,"SAP Empowering Service",04/01/2016 00:00:00,13/03/2016 00:00:00,"Processed",,"TA"
01/02/2017 00:00:00,73340887.00,1211788.00,"Nationwide Building Society","GoingLive DB2 v11","Delivery confirmed",9500246.00,"SAP Going Live Support",12/02/2016 00:00:00,16/02/2016 00:00:00,"Processed",6,"TA"
01/02/2017 00:00:00,73343126.00,1211788.00,"Nationwide Building Society","CW06, Custom Code Mgmt. Cockpit setup","Delivery confirmed",9502417.00,"SAP ESRV Custom Code Management",08/02/2016 00:00:00,15/02/2016 00:00:00,"Processed",12,"TA"
01/02/2017 00:00:00,73343696.00,1211788.00,"Nationwide Building Society","On call duty NBS Front Office Team 2016","Delivered",9500310.00,"SAP On Call Duty",04/01/2016 00:00:00,04/01/2016 00:00:00,"Processed",497,"PC"
01/02/2017 00:00:00,73343935.00,1211788.00,"Nationwide Building Society","CW09-24, ChaRM Add-On Implementation","Cancelled",9502345.00,"SAP ESRV Change Control Management",15/02/2016 00:00:00,16/05/2016 00:00:00,"Processed",,"TA"
01/02/2017 00:00:00,73343936.00,1211788.00,"Nationwide Building Society","CW09-45, ChaRM Project Implementation","Cancelled",9502348.00,"SAP ESRV ALM Roadmap",15/02/2016 00:00:00,17/10/2016 00:00:00,"Processed",,"TA"
01/02/2017 00:00:00,73343937.00,1211788.00,"Nationwide Building Society","CW21-26, ChaRM MANGO Implementation","Cancelled",9502345.00,"SAP ESRV Change Control Management",11/04/2016 00:00:00,16/05/2016 00:00:00,"Processed",,"TA"
01/02/2017 00:00:00,73346782.00,1211788.00,"Nationwide Building Society","On call duty NBS EA and TQM  2016","Delivered",9500310.00,"SAP On Call Duty",05/02/2016 00:00:00,05/02/2016 00:00:00,"Processed",216,"PC"
01/02/2017 00:00:00,73355584.00,1211788.00,"Nationwide Building Society","CW23, Custom Code Impact Analysis","Delivery confirmed",9502417.00,"SAP Custom Code Management",06/06/2016 00:00:00,12/12/2016 00:00:00,"Processed",12,"TA"
01/02/2017 00:00:00,73356564.00,1211788.00,"Nationwide Building Society","CW15-52: ChaRM Project Implementation","Delivery confirmed",9502348.00,"SAP ESRV ALM Roadmap",19/04/2016 00:00:00,25/11/2016 00:00:00,"Processed",65,"TA"
01/02/2017 00:00:00,73356566.00,1211788.00,"Nationwide Building Society","CW23-27: ChaRM MANGO implementation","Delivered",9502345.00,"SAP ESRV Change Control Management",09/05/2016 00:00:00,17/06/2016 00:00:00,"Processed",24,"TA"
01/02/2017 00:00:00,73356567.00,1211788.00,"Nationwide Building Society","CW26-CW40: ChaRM Add-On Implementation","Delivery confirmed",9502345.00,"SAP ESRV Change Control Management",04/07/2016 00:00:00,06/10/2016 00:00:00,"Processed",42,"TA"
01/02/2017 00:00:00,73359087.00,1211788.00,"Nationwide Building Society","CW2/, GLS Banking, Tech, DB2, BW","Delivery confirmed",9500246.00,"SAP Going Live Support",08/07/2016 00:00:00,25/06/2016 00:00:00,"Processed",39,"TA"
01/02/2017 00:00:00,73360261.00,1211788.00,"Nationwide Building Society","CW 22 BS 9 Chequebook Upgrade Analysis","Delivery confirmed",9500540.00,"SAP Empowering Service",06/06/2016 00:00:00,22/02/2017 00:00:00,"Processed",5,"TA"
01/02/2017 00:00:00,73361439.00,1211788.00,"Nationwide Building Society","CW26-39, Banking Services Upgrade Empowe","Delivery confirmed",9500540.00,"SAP Empowering Service",27/06/2016 00:00:00,30/06/2017 00:00:00,"Processed",69,"TA"
01/02/2017 00:00:00,73368737.00,1211788.00,"Nationwide Building Society","CW38, TFC Upgrade, Banking, BW Services9","Delivered",9500072.00,"SAP Technical Feasibility Check",19/09/2016 00:00:00,31/03/2017 00:00:00,"Processed",24,"TA"
01/02/2017 00:00:00,73368739.00,1211788.00,"Nationwide Building Society","CW36, TIC Banking, BW, DB2 (BDC R9)","Delivered",9500100.00,"SAP Technical Integration Check",05/09/2016 00:00:00,22/10/2016 00:00:00,"Processed",18,"TA"
01/02/2017 00:00:00,73373627.00,1211788.00,"Nationwide Building Society","CW41: GLOS Banking BW Kernel","Delivered",9500246.00,"SAP Going Live Support",16/10/2016 00:00:00,16/10/2016 00:00:00,"Processed",27,"TA"
01/02/2017 00:00:00,73376971.00,1211788.00,"Nationwide Building Society","CW38-52: ChaRM Phase 2 project managemen","Delivery confirmed",9502348.00,"SAP ESRV ALM Roadmap",19/09/2016 00:00:00,05/12/2016 00:00:00,"Processed",23,"TA"
01/02/2017 00:00:00,73377396.00,1211788.00,"Nationwide Building Society","CW39: Banking Upgrade support","Delivery confirmed",9500540.00,"SAP Empowering Service",26/09/2016 00:00:00,20/05/2017 00:00:00,"Processed",13,"TA"
01/02/2017 00:00:00,73380561.00,1211788.00,"Nationwide Building Society","CW45: TFC release 10 (statements)","Delivered",9500072.00,"SAP Technical Feasibility Check",07/11/2016 00:00:00,18/03/2017 00:00:00,"Processed",21,"TA"
01/02/2017 00:00:00,73381131.00,1211788.00,"Nationwide Building Society","CANCEL-CW41-53: FTQMSupportforBS9Upgrade","Cancelled",9500540.00,"SAP Empowering Service",11/10/2016 00:00:00,16/09/2017 00:00:00,"Processed",,"TA"
01/02/2017 00:00:00,73381378.00,1211788.00,"Nationwide Building Society","CW41-53: FTQM Support BS9 Upgrade","New",9500540.00,"SAP Empowering Service",13/10/2016 00:00:00,17/09/2017 00:00:00,"Processed",20,"TA"
01/02/2017 00:00:00,73381379.00,1211788.00,"Nationwide Building Society","CW41-53: FTQM BS9 Support","Delivery confirmed",9500540.00,"SAP Empowering Service",11/10/2016 00:00:00,17/09/2017 00:00:00,"Processed",9,"TA"
01/02/2017 00:00:00,73382649.00,1211788.00,"Nationwide Building Society","CW42: Ross Treawell On Call Duty","Delivered",9500310.00,"SAP On Call Duty",31/10/2016 00:00:00,31/10/2016 00:00:00,"Processed",11,"PC"
01/02/2017 00:00:00,73391658.00,1211788.00,"Nationwide Building Society","CW4, TIC Banking, SDS, DB2 (BDC R10)","Delivery confirmed",9500100.00,"SAP Technical Integration Check",23/01/2017 00:00:00,12/03/2017 00:00:00,"Processed",27,"TA"
01/02/2017 00:00:00,73391694.00,1211788.00,"Nationwide Building Society","CW1-4: On call duty Front Office Team","New",9500310.00,"SAP On Call Duty",01/01/2017 00:00:00,31/01/2017 00:00:00,"Processed",28,"PC"
01/02/2017 00:00:00,73391717.00,1211788.00,"Nationwide Building Society","CW1-4: On call duty FO Team","Delivery confirmed",9500310.00,"SAP On Call Duty",01/01/2017 00:00:00,01/01/2017 00:00:00,"Processed",40,"PC"
01/02/2017 00:00:00,73391718.00,1211788.00,"Nationwide Building Society","CW5-8: On call duty FO Team","Delivery confirmed",9500310.00,"SAP On Call Duty",01/02/2017 00:00:00,01/03/2017 00:00:00,"Processed",27,"PC"
01/02/2017 00:00:00,73391719.00,1211788.00,"Nationwide Building Society","CW9-13: On call duty FO Team","Delivery confirmed",9500310.00,"SAP On Call Duty",01/03/2017 00:00:00,01/04/2017 00:00:00,"Processed",27,"PC"
01/02/2017 00:00:00,73391740.00,1211788.00,"Nationwide Building Society","CW13-17: On call duty FO Team","Delivery confirmed",9500310.00,"SAP On Call Duty",01/04/2017 00:00:00,01/04/2017 00:00:00,"Processed",27,"PC"
01/02/2017 00:00:00,73391797.00,1211788.00,"Nationwide Building Society","CW1-4: ChaRM Implementation","Delivery confirmed",9502348.00,"SAP ESRV ALM Roadmap",02/01/2017 00:00:00,02/01/2017 00:00:00,"Processed",15,"TA"
01/02/2017 00:00:00,73391799.00,1211788.00,"Nationwide Building Society","CW5-8: ChaRM Implementation","Delivery confirmed",9502348.00,"SAP ESRV ALM Roadmap",01/02/2017 00:00:00,01/02/2017 00:00:00,"Processed",15,"TA"
01/02/2017 00:00:00,73394816.00,1211788.00,"Nationwide Building Society","CW5: Solution Manager upgrade sizing","Delivery confirmed",9503135.00,"SAP ESRV Performance Optimization",30/01/2017 00:00:00,24/09/2017 00:00:00,"Processed",5,"TA"
02/02/2017 00:00:00,73310687.00,1211788.00,"Nationwide Building Society","CW38&39, GLS Banking, DB2, BW (ons/rem)","Delivery confirmed",9500246.00,"SAP Going Live Support",19/09/2015 00:00:00,05/09/2015 00:00:00,"Processed",18,"TA"
02/02/2017 00:00:00,73315766.00,1211788.00,"Nationwide Building Society",,"Delivery confirmed",9500246.00,"SAP Going Live Support",20/06/2015 00:00:00,20/06/2015 00:00:00,"Processed",4,"TA"
02/02/2017 00:00:00,73322922.00,1211788.00,"Nationwide Building Society","CW33 -53, Empowering Service","Delivery confirmed",9500540.00,"SAP Empowering Service",10/08/2015 00:00:00,07/09/2015 00:00:00,"Processed",58,"TA"
